drug_a_name,drug_b_name,cell,drug1_db,drug2_db,synergy
HYDROXYUREA,THALIDOMIDE,UACC257,DB01005,DB01041,0.1
FLUDARABINE BASE,SUNITINIB,DU145,DB01073,DB01268,2.21
DOCETAXEL,TOPOTECAN,SKMEL5,DB01248,DB01030,-7.72
DASATINIB,IMIQUIMOD,OVCAR4,DB01254,DB00724,-0.25
CYTARABINE,METHOXSALEN,NCIH460,DB00987,DB00553,1.93
LETROZOLE,ZOLEDRONIC ACID,SKMEL5,DB01006,DB00399,-1.37
DOCETAXEL,METHOXSALEN,MALME3M,DB01248,DB00553,-12.31
PEMETREXED,BLEOMYCIN,HT29,DB00642,DB00290,0.97
ANASTROZOLE,CARMUSTINE,BT549,DB01217,DB00262,-2.56
RALOXIFENE,DASATINIB,COLO205,DB00481,DB01254,8.19
PACLITAXEL,MERCAPTOPURINE,A498,DB01229,DB01033,-9.72
RALOXIFENE,FULVESTRANT,DU145,DB00481,DB00947,0.12
CYTARABINE,BLEOMYCIN,PC3,DB00987,DB00290,-7.79
THALIDOMIDE,METHOXSALEN,SNB19,DB01041,DB00553,-1.09
MERCAPTOPURINE,NILOTINIB,SF295,DB01033,DB04868,3.86
DASATINIB,ZOLEDRONIC ACID,PC3,DB01254,DB00399,-4.84
CYTARABINE,BLEOMYCIN,RPMI8226,DB00987,DB00290,-4.55
RALOXIFENE,FLUDARABINE BASE,NCIH23,DB00481,DB01073,2.39
LAPATINIB,IXABEPILONE,A549,DB01259,DB04845,4.14
FLUDARABINE BASE,PRALATREXATE,LOXIMVI,DB01073,DB06813,7.42
MITOTANE,ALLOPURINOL,NCIH522,DB00648,DB00437,-1.61
HYDROXYUREA,THALIDOMIDE,HCT116,DB01005,DB01041,3.98
IMIQUIMOD,CARMUSTINE,A549,DB00724,DB00262,-2.39
ANASTROZOLE,ARSENIC TRIOXIDE,U251MG,DB01217,DB01169,-0.29
ANASTROZOLE,METHOTREXATE,SKOV3,DB01217,DB00563,-0.91
LETROZOLE,TRETINOIN,SKOV3,DB01006,DB00755,0.76
LETROZOLE,SORAFENIB,ACHN,DB01006,DB00398,3.77
IMATINIB,AMIFOSTINE,MALME3M,DB00619,DB01143,-0.47
ANASTROZOLE,PRALATREXATE,RPMI8226,DB01217,DB06813,-3.6
LAPATINIB,MERCAPTOPURINE,MOLT4,DB01259,DB01033,2.46
PACLITAXEL,TOPOTECAN,HCT116,DB01229,DB01030,0.15
IMIQUIMOD,ERLOTINIB,HT29,DB00724,DB00530,3.72
AZACYTIDINE,ARSENIC TRIOXIDE,SF295,DB00928,DB01169,-3.72
DACARBAZINE,BLEOMYCIN,NCIH226,DB00851,DB00290,-6.62
TAMOXIFEN,HYDROXYUREA,ACHN,DB00675,DB01005,9.47
LAPATINIB,ZOLEDRONIC ACID,ACHN,DB01259,DB00399,-6.02
CYTARABINE,BORTEZOMIB,HCT15,DB00987,DB00188,-1.63
PACLITAXEL,CARMUSTINE,NCIH522,DB01229,DB00262,0.74
DOCETAXEL,TOPOTECAN,IGROV1,DB01248,DB01030,-8.33
SORAFENIB,MITOTANE,KM12,DB00398,DB00648,12.33
MERCAPTOPURINE,QUINACRINE HYDROCHLORIDE,RPMI8226,DB01033,DB01103,-1.46
AZACYTIDINE,METHOTREXATE,UACC62,DB00928,DB00563,-1.2
CELECOXIB,SUNITINIB,UACC257,DB00482,DB01268,2.49
AZACYTIDINE,PRALATREXATE,HS578T,DB00928,DB06813,3.88
DASATINIB,PRALATREXATE,SF295,DB01254,DB06813,0.39
LETROZOLE,IXABEPILONE,SKMEL5,DB01006,DB04845,3.33
RALOXIFENE,PRALATREXATE,MALME3M,DB00481,DB06813,2.04
CYTARABINE,IMIQUIMOD,SKMEL5,DB00987,DB00724,-5.85
TRETINOIN,NILOTINIB,HCT15,DB00755,DB04868,2.39
GEFITINIB,AMIFOSTINE,SKMEL2,DB00317,DB01143,-5.03
DEXRAZOXANE,METHOTREXATE,KM12,DB00380,DB00563,-11.78
MERCAPTOPURINE,QUINACRINE HYDROCHLORIDE,HCT116,DB01033,DB01103,5.87
FULVESTRANT,TOPOTECAN,NCIH226,DB00947,DB01030,0.6
DASATINIB,MERCAPTOPURINE,NCIH460,DB01254,DB01033,27.59
METHOTREXATE,TAMOXIFEN,COLO205,DB00563,DB00675,1.74
FLUDARABINE BASE,CARMUSTINE,K562,DB01073,DB00262,-3.41
CELECOXIB,ERLOTINIB,NCIH460,DB00482,DB00530,1.21
SUNITINIB,CARMUSTINE,KM12,DB01268,DB00262,-3.1
MEGESTROL ACETATE,DASATINIB,DU145,DB00351,DB01254,1.68
FLUDARABINE BASE,SUNITINIB,OVCAR8,DB01073,DB01268,-1.03
HYDROXYUREA,ERLOTINIB,UACC257,DB01005,DB00530,-1.68
LETROZOLE,DASATINIB,T47D,DB01006,DB01254,8.43
BLEOMYCIN,PRALATREXATE,SKMEL5,DB00290,DB06813,-4.03
MITOXANTRONE,METHOTREXATE,OVCAR4,DB01204,DB00563,-6.24
ANASTROZOLE,DOCETAXEL,K562,DB01217,DB01248,16.11
BLEOMYCIN,ARSENIC TRIOXIDE,KM12,DB00290,DB01169,-11.17
CYTARABINE,IMATINIB,IGROV1,DB00987,DB00619,-5.9
ZOLEDRONIC ACID,PRALATREXATE,DU145,DB00399,DB06813,0.88
TENIPOSIDE,METHOTREXATE,NCIH522,DB00444,DB00563,-6.3
FLUDARABINE BASE,BORTEZOMIB,HCT116,DB01073,DB00188,-1.83
LAPATINIB,PRALATREXATE,SKMEL5,DB01259,DB06813,-3.25
DASATINIB,IXABEPILONE,A549,DB01254,DB04845,3.68
RALOXIFENE,VEMURAFENIB,NCIH522,DB00481,DB08881,-2.5
CYTARABINE,SORAFENIB,NCIH522,DB00987,DB00398,-4.94
RALOXIFENE,CRIZOTINIB,KM12,DB00481,DB08865,4.92
SUNITINIB,QUINACRINE HYDROCHLORIDE,LOXIMVI,DB01268,DB01103,-5.29
ANASTROZOLE,CARMUSTINE,A549,DB01217,DB00262,-3.83
BLEOMYCIN,BORTEZOMIB,786O,DB00290,DB00188,2.51
METHOXSALEN,CARMUSTINE,A549,DB00553,DB00262,-1.99
IMATINIB,NILOTINIB,K562,DB00619,DB04868,-2.69
TOPOTECAN,BORTEZOMIB,OVCAR4,DB01030,DB00188,-1.56
PACLITAXEL,ANASTROZOLE,BT549,DB01229,DB01217,0.3
RALOXIFENE,MERCAPTOPURINE,HS578T,DB00481,DB01033,10.65
LAPATINIB,IMIQUIMOD,OVCAR4,DB01259,DB00724,1.63
IMATINIB,PACLITAXEL,NCIH23,DB00619,DB01229,1.48
RALOXIFENE,IMIQUIMOD,HCT15,DB00481,DB00724,0.31
SUNITINIB,FULVESTRANT,HS578T,DB01268,DB00947,-2.52
TRETINOIN,NILOTINIB,NCIH460,DB00755,DB04868,0.87
SORAFENIB,METHOXSALEN,HCT15,DB00398,DB00553,11.97
FLUDARABINE BASE,THALIDOMIDE,BT549,DB01073,DB01041,-2.08
BLEOMYCIN,QUINACRINE HYDROCHLORIDE,SW620,DB00290,DB01103,-7.75
ANASTROZOLE,CARMUSTINE,IGROV1,DB01217,DB00262,-1.3
DOCETAXEL,BLEOMYCIN,DU145,DB01248,DB00290,1.7
MITOTANE,TOPOTECAN,UACC257,DB00648,DB01030,-4.78
DOCETAXEL,HYDROXYUREA,A498,DB01248,DB01005,-0.51
CELECOXIB,LAPATINIB,786O,DB00482,DB01259,-0.79
RALOXIFENE,NILOTINIB,A549,DB00481,DB04868,4.19
5-FU,AMIFOSTINE,SKMEL5,DB00544,DB01143,3.83
METHOXSALEN,IXABEPILONE,HS578T,DB00553,DB04845,0.84
DOCETAXEL,QUINACRINE HYDROCHLORIDE,HCT15,DB01248,DB01103,10.94
BLEOMYCIN,PRALATREXATE,A498,DB00290,DB06813,-5.69
TAMOXIFEN,QUINACRINE HYDROCHLORIDE,SW620,DB00675,DB01103,-1.02
FLUDARABINE BASE,THALIDOMIDE,DU145,DB01073,DB01041,1.33
TAMOXIFEN,AMIFOSTINE,NCIH226,DB00675,DB01143,0.37
ERLOTINIB,ARSENIC TRIOXIDE,COLO205,DB00530,DB01169,-1.24
SUNITINIB,ARSENIC TRIOXIDE,SKOV3,DB01268,DB01169,-5.99
AZACYTIDINE,PRALATREXATE,NCIH522,DB00928,DB06813,1.27
IMIQUIMOD,ARSENIC TRIOXIDE,NCIH23,DB00724,DB01169,0.45
RALOXIFENE,IMIQUIMOD,SKMEL5,DB00481,DB00724,10.6
MITOTANE,PRALATREXATE,K562,DB00648,DB06813,9.73
DOCETAXEL,DASATINIB,NCIH460,DB01248,DB01254,-0.71
GEFITINIB,AMIFOSTINE,SKOV3,DB00317,DB01143,-9.8
TAMOXIFEN,BORTEZOMIB,SKOV3,DB00675,DB00188,5.68
5-FU,DASATINIB,HCT15,DB00544,DB01254,-1.23
DOCETAXEL,DASATINIB,786O,DB01248,DB01254,-0.18
FLUDARABINE BASE,TAMOXIFEN,HS578T,DB01073,DB00675,4.35
FLUDARABINE BASE,SORAFENIB,NCIH23,DB01073,DB00398,2.44
HYDROXYUREA,MITOTANE,HT29,DB01005,DB00648,25.08
LETROZOLE,SORAFENIB,OVCAR4,DB01006,DB00398,-0.47
AZACYTIDINE,PRALATREXATE,COLO205,DB00928,DB06813,5.65
QUINACRINE HYDROCHLORIDE,IXABEPILONE,SF295,DB01103,DB04845,0.09
FULVESTRANT,ALLOPURINOL,HCT15,DB00947,DB00437,1.68
ALLOPURINOL,QUINACRINE HYDROCHLORIDE,IGROV1,DB00437,DB01103,-1.18
RALOXIFENE,VISMODEGIB,SNB19,DB00481,DB08828,0.73
NILOTINIB,SUNITINIB,DU145,DB04868,DB01268,3.76
TRETINOIN,ANASTROZOLE,COLO205,DB00755,DB01217,-3.47
MITOXANTRONE,AMIFOSTINE,MALME3M,DB01204,DB01143,4.73
LENALIDOMIDE,BLEOMYCIN,SW620,DB00480,DB00290,1.37
RALOXIFENE,IMIQUIMOD,A549,DB00481,DB00724,6.21
PRALATREXATE,AMIFOSTINE,ACHN,DB06813,DB01143,5.84
FULVESTRANT,DOCETAXEL,DU145,DB00947,DB01248,20.66
ZOLEDRONIC ACID,MERCAPTOPURINE,RPMI8226,DB00399,DB01033,-1.22
LETROZOLE,TAMOXIFEN,SW620,DB01006,DB00675,-1
AMIFOSTINE,IXABEPILONE,SW620,DB01143,DB04845,2.01
RALOXIFENE,VANDETANIB,PC3,DB00481,DB05294,-1.05
HYDROXYUREA,PRALATREXATE,COLO205,DB01005,DB06813,-5.58
NILOTINIB,ZOLEDRONIC ACID,UACC257,DB04868,DB00399,-2.2
FLUDARABINE BASE,AMIFOSTINE,NCIH23,DB01073,DB01143,-4.25
FULVESTRANT,AMIFOSTINE,786O,DB00947,DB01143,-1
CYTARABINE,CARMUSTINE,SKOV3,DB00987,DB00262,-3.85
MITOTANE,MERCAPTOPURINE,HT29,DB00648,DB01033,-6.76
FLUDARABINE BASE,BLEOMYCIN,HS578T,DB01073,DB00290,1.74
RALOXIFENE,SUNITINIB,NCIH460,DB00481,DB01268,6.24
GEFITINIB,BLEOMYCIN,SF295,DB00317,DB00290,-8.43
LAPATINIB,ZOLEDRONIC ACID,MCF7,DB01259,DB00399,-2.44
ANASTROZOLE,DOCETAXEL,OVCAR4,DB01217,DB01248,2.96
CYTARABINE,ERLOTINIB,NCIH226,DB00987,DB00530,-2.04
DASATINIB,ANASTROZOLE,ACHN,DB01254,DB01217,-8.03
DASATINIB,HYDROXYUREA,OVCAR4,DB01254,DB01005,-3.72
LOMUSTINE,AMIFOSTINE,A549,DB01206,DB01143,-6.69
AZACYTIDINE,MITOTANE,HCT15,DB00928,DB00648,1.91
TRETINOIN,AZACYTIDINE,COLO205,DB00755,DB00928,2.68
RALOXIFENE,TOPOTECAN,BT549,DB00481,DB01030,-3.12
CELECOXIB,BORTEZOMIB,SW620,DB00482,DB00188,0.5
TAMOXIFEN,SUNITINIB,NCIH522,DB00675,DB01268,3.05
RALOXIFENE,ALLOPURINOL,BT549,DB00481,DB00437,2.46
IMIQUIMOD,ARSENIC TRIOXIDE,K562,DB00724,DB01169,7.47
NILOTINIB,AMIFOSTINE,HT29,DB04868,DB01143,6.42
THALIDOMIDE,BORTEZOMIB,MCF7,DB01041,DB00188,-10.07
LETROZOLE,MITOTANE,NCIH460,DB01006,DB00648,1.59
AZACYTIDINE,LAPATINIB,NCIH23,DB00928,DB01259,-3.65
CELECOXIB,ARSENIC TRIOXIDE,MOLT4,DB00482,DB01169,-1.67
ZOLEDRONIC ACID,PRALATREXATE,SKMEL28,DB00399,DB06813,0.07
LAPATINIB,MERCAPTOPURINE,SKMEL5,DB01259,DB01033,-8.65
MITOTANE,CARMUSTINE,K562,DB00648,DB00262,-1.01
MITOTANE,FULVESTRANT,OVCAR8,DB00648,DB00947,-1.75
METHOTREXATE,CELECOXIB,OVCAR4,DB00563,DB00482,2.3
RALOXIFENE,DASATINIB,UACC62,DB00481,DB01254,-1.65
DASATINIB,METHOXSALEN,A549,DB01254,DB00553,-1.46
AZACYTIDINE,METHOTREXATE,RPMI8226,DB00928,DB00563,0.3
FLUDARABINE BASE,MITOTANE,UACC257,DB01073,DB00648,-0.39
ALLOPURINOL,QUINACRINE HYDROCHLORIDE,SKMEL5,DB00437,DB01103,1.22
TRETINOIN,FULVESTRANT,NCIH460,DB00755,DB00947,0.66
FULVESTRANT,IXABEPILONE,SKMEL2,DB00947,DB04845,8.51
TAMOXIFEN,ZOLEDRONIC ACID,A498,DB00675,DB00399,-1.8
ANASTROZOLE,PRALATREXATE,SNB19,DB01217,DB06813,1.07
AZACYTIDINE,AMIFOSTINE,SKMEL28,DB00928,DB01143,-7.47
IMATINIB,FULVESTRANT,K562,DB00619,DB00947,3.54
ANASTROZOLE,THALIDOMIDE,ACHN,DB01217,DB01041,0.78
TRETINOIN,MERCAPTOPURINE,LOXIMVI,DB00755,DB01033,3.46
HYDROXYUREA,QUINACRINE HYDROCHLORIDE,PC3,DB01005,DB01103,-1.97
SORAFENIB,ERLOTINIB,OVCAR4,DB00398,DB00530,-3.02
LETROZOLE,AMIFOSTINE,786O,DB01006,DB01143,0.94
ZOLEDRONIC ACID,METHOXSALEN,SNB19,DB00399,DB00553,0.54
CYTARABINE,DASATINIB,A549,DB00987,DB01254,-1.55
NILOTINIB,SORAFENIB,RPMI8226,DB04868,DB00398,-3.9
HYDROXYUREA,AMIFOSTINE,IGROV1,DB01005,DB01143,-0.07
CELECOXIB,ALLOPURINOL,MALME3M,DB00482,DB00437,-4.62
ZOLEDRONIC ACID,BLEOMYCIN,K562,DB00399,DB00290,4.46
GEFITINIB,AMIFOSTINE,A549,DB00317,DB01143,-8.01
METHOXSALEN,IMIQUIMOD,MALME3M,DB00553,DB00724,3.82
DACARBAZINE,DASATINIB,LOXIMVI,DB00851,DB01254,-13.34
LOMUSTINE,DASATINIB,NCIH460,DB01206,DB01254,-3.25
MITOTANE,ERLOTINIB,SKMEL5,DB00648,DB00530,-4.42
GEFITINIB,BLEOMYCIN,OVCAR4,DB00317,DB00290,-5.09
FLUDARABINE BASE,THALIDOMIDE,MCF7,DB01073,DB01041,0.47
RALOXIFENE,FULVESTRANT,SKOV3,DB00481,DB00947,2.64
BLEOMYCIN,QUINACRINE HYDROCHLORIDE,IGROV1,DB00290,DB01103,-7.27
TRETINOIN,CARMUSTINE,PC3,DB00755,DB00262,-2.81
DASATINIB,ERLOTINIB,HS578T,DB01254,DB00530,-0.66
BORTEZOMIB,ARSENIC TRIOXIDE,SKMEL2,DB00188,DB01169,6.32
LAPATINIB,BORTEZOMIB,DU145,DB01259,DB00188,0.53
CYTARABINE,MERCAPTOPURINE,786O,DB00987,DB01033,-5.04
SUNITINIB,PRALATREXATE,HCT15,DB01268,DB06813,5.26
FLUDARABINE BASE,AZACYTIDINE,SKMEL28,DB01073,DB00928,-2.72
MITOTANE,MERCAPTOPURINE,SKMEL5,DB00648,DB01033,-6.7
HYDROXYUREA,ANASTROZOLE,HCT15,DB01005,DB01217,-1.69
METHOXSALEN,IMIQUIMOD,NCIH23,DB00553,DB00724,4.08
CYTARABINE,HYDROXYUREA,SNB19,DB00987,DB01005,-0.78
CYTARABINE,MITOTANE,T47D,DB00987,DB00648,-5.62
TOPOTECAN,ARSENIC TRIOXIDE,OVCAR4,DB01030,DB01169,-2.14
TRETINOIN,METHOXSALEN,NCIH460,DB00755,DB00553,1.51
RALOXIFENE,IMIQUIMOD,UACC62,DB00481,DB00724,3.74
ANASTROZOLE,QUINACRINE HYDROCHLORIDE,LOXIMVI,DB01217,DB01103,-6.68
THALIDOMIDE,TOPOTECAN,MCF7,DB01041,DB01030,-3.97
TAMOXIFEN,FULVESTRANT,NCIH23,DB00675,DB00947,1.64
HYDROXYUREA,QUINACRINE HYDROCHLORIDE,OVCAR8,DB01005,DB01103,-9.82
RALOXIFENE,FULVESTRANT,SKMEL2,DB00481,DB00947,1.53
ZOLEDRONIC ACID,ALLOPURINOL,SW620,DB00399,DB00437,-1.15
SUNITINIB,ARSENIC TRIOXIDE,MOLT4,DB01268,DB01169,-3.18
PACLITAXEL,BORTEZOMIB,MOLT4,DB01229,DB00188,1.67
HYDROXYUREA,MERCAPTOPURINE,UACC62,DB01005,DB01033,-1.3
TAMOXIFEN,PRALATREXATE,U251MG,DB00675,DB06813,3.28
IMATINIB,SORAFENIB,SNB19,DB00619,DB00398,-0.37
METHOXSALEN,ARSENIC TRIOXIDE,A549,DB00553,DB01169,-6.94
CELECOXIB,ZOLEDRONIC ACID,NCIH23,DB00482,DB00399,2
CELECOXIB,AMIFOSTINE,786O,DB00482,DB01143,2.07
DASATINIB,LAPATINIB,A498,DB01254,DB01259,-3.87
HYDROXYUREA,ALLOPURINOL,A498,DB01005,DB00437,-2.62
MITOTANE,MERCAPTOPURINE,OVCAR8,DB00648,DB01033,-7.04
AZACYTIDINE,MERCAPTOPURINE,HCT15,DB00928,DB01033,-6.11
CYTARABINE,SORAFENIB,IGROV1,DB00987,DB00398,-2.45
CELECOXIB,CYTARABINE,ACHN,DB00482,DB00987,2.86
TAMOXIFEN,SUNITINIB,LOXIMVI,DB00675,DB01268,-2
HYDROXYUREA,AMIFOSTINE,MCF7,DB01005,DB01143,-3.97
RALOXIFENE,DEXRAZOXANE,NCIH226,DB00481,DB00380,-2.39
ALLOPURINOL,AMIFOSTINE,SKOV3,DB00437,DB01143,1.58
TAMOXIFEN,CARMUSTINE,HCT116,DB00675,DB00262,-10.79
LETROZOLE,SUNITINIB,LOXIMVI,DB01006,DB01268,1.45
SUNITINIB,BORTEZOMIB,SNB19,DB01268,DB00188,1.87
TRETINOIN,IMIQUIMOD,BT549,DB00755,DB00724,0.36
DACARBAZINE,DASATINIB,SW620,DB00851,DB01254,0.52
AZACYTIDINE,LAPATINIB,786O,DB00928,DB01259,-9.46
DOCETAXEL,THALIDOMIDE,OVCAR4,DB01248,DB01041,-3.74
TAMOXIFEN,CARMUSTINE,SKMEL5,DB00675,DB00262,-0.54
LETROZOLE,AZACYTIDINE,U251MG,DB01006,DB00928,-5.78
PACLITAXEL,ANASTROZOLE,OVCAR8,DB01229,DB01217,1.78
TOPOTECAN,ERLOTINIB,IGROV1,DB01030,DB00530,-7.89
RALOXIFENE,GEFITINIB,UACC62,DB00481,DB00317,-9.2
TRETINOIN,DOCETAXEL,OVCAR4,DB00755,DB01248,11.86
HYDROXYUREA,ARSENIC TRIOXIDE,SKMEL2,DB01005,DB01169,-8.71
FLUDARABINE BASE,NILOTINIB,DU145,DB01073,DB04868,-1.27
LENALIDOMIDE,DASATINIB,SKOV3,DB00480,DB01254,-5.31
CYTARABINE,QUINACRINE HYDROCHLORIDE,A498,DB00987,DB01103,-9.14
PACLITAXEL,LAPATINIB,U251MG,DB01229,DB01259,8.79
ALLOPURINOL,CARMUSTINE,HT29,DB00437,DB00262,1.08
TRETINOIN,MERCAPTOPURINE,HCT15,DB00755,DB01033,5.82
QUINACRINE HYDROCHLORIDE,ERLOTINIB,HCT116,DB01103,DB00530,7.82
5-FU,METHOTREXATE,PC3,DB00544,DB00563,-8.62
GEFITINIB,DASATINIB,MALME3M,DB00317,DB01254,3.52
ANASTROZOLE,TOPOTECAN,IGROV1,DB01217,DB01030,-2.68
DASATINIB,METHOTREXATE,T47D,DB01254,DB00563,-1.03
FULVESTRANT,TOPOTECAN,KM12,DB00947,DB01030,0.26
ANASTROZOLE,THALIDOMIDE,SF295,DB01217,DB01041,2.93
IMIQUIMOD,AMIFOSTINE,HCT116,DB00724,DB01143,-2.3
FULVESTRANT,ANASTROZOLE,NCIH460,DB00947,DB01217,-0.05
LETROZOLE,IMIQUIMOD,NCIH23,DB01006,DB00724,-3.54
CELECOXIB,MITOTANE,MALME3M,DB00482,DB00648,-1
SORAFENIB,METHOXSALEN,SNB19,DB00398,DB00553,2.99
SUNITINIB,FULVESTRANT,HT29,DB01268,DB00947,-4.44
RALOXIFENE,LAPATINIB,UACC257,DB00481,DB01259,4.89
FLUDARABINE BASE,QUINACRINE HYDROCHLORIDE,HCT15,DB01073,DB01103,3.51
TRETINOIN,ARSENIC TRIOXIDE,MOLT4,DB00755,DB01169,-0.59
DASATINIB,MITOTANE,786O,DB01254,DB00648,-1.87
RALOXIFENE,FLUDARABINE BASE,RPMI8226,DB00481,DB01073,15.5
TAMOXIFEN,BLEOMYCIN,HCT116,DB00675,DB00290,6.73
LAPATINIB,ALLOPURINOL,NCIH23,DB01259,DB00437,-4
METHOTREXATE,IXABEPILONE,SKMEL28,DB00563,DB04845,-7.2
DASATINIB,BLEOMYCIN,T47D,DB01254,DB00290,-1.92
CYTARABINE,SUNITINIB,PC3,DB00987,DB01268,-4.55
DOCETAXEL,AMIFOSTINE,NCIH23,DB01248,DB01143,-0.18
DEXRAZOXANE,BLEOMYCIN,HCT15,DB00380,DB00290,-7.12
TAMOXIFEN,BLEOMYCIN,NCIH226,DB00675,DB00290,-5.32
HYDROXYUREA,ARSENIC TRIOXIDE,SKOV3,DB01005,DB01169,-0.96
PRALATREXATE,TOPOTECAN,HS578T,DB06813,DB01030,0.31
NILOTINIB,ERLOTINIB,LOXIMVI,DB04868,DB00530,6.75
RALOXIFENE,IXABEPILONE,DU145,DB00481,DB04845,4.73
RALOXIFENE,NILOTINIB,UACC257,DB00481,DB04868,4.5
TAMOXIFEN,ERLOTINIB,SNB19,DB00675,DB00530,-1.9
DASATINIB,MITOTANE,IGROV1,DB01254,DB00648,-3.4
FULVESTRANT,BORTEZOMIB,MALME3M,DB00947,DB00188,0.01
TAMOXIFEN,THALIDOMIDE,PC3,DB00675,DB01041,-2.47
ZOLEDRONIC ACID,ARSENIC TRIOXIDE,DU145,DB00399,DB01169,1.57
DOCETAXEL,MITOTANE,786O,DB01248,DB00648,-0.06
BLEOMYCIN,ARSENIC TRIOXIDE,MCF7,DB00290,DB01169,-8.37
PACLITAXEL,IXABEPILONE,PC3,DB01229,DB04845,1.7
RALOXIFENE,IMATINIB,OVCAR4,DB00481,DB00619,-0.26
DOCETAXEL,ERLOTINIB,COLO205,DB01248,DB00530,12.14
LENALIDOMIDE,DASATINIB,MALME3M,DB00480,DB01254,3.49
TENIPOSIDE,AMIFOSTINE,MCF7,DB00444,DB01143,6.38
NILOTINIB,PACLITAXEL,K562,DB04868,DB01229,5.99
HYDROXYUREA,NILOTINIB,NCIH522,DB01005,DB04868,-1.95
TAMOXIFEN,TOPOTECAN,PC3,DB00675,DB01030,-1.36
FULVESTRANT,QUINACRINE HYDROCHLORIDE,NCIH23,DB00947,DB01103,-7.28
IMIQUIMOD,IXABEPILONE,BT549,DB00724,DB04845,2.66
RALOXIFENE,LENALIDOMIDE,HCT116,DB00481,DB00480,1.61
LETROZOLE,FLUDARABINE BASE,NCIH226,DB01006,DB01073,-4.74
ZOLEDRONIC ACID,ALLOPURINOL,SKMEL2,DB00399,DB00437,-1.25
RALOXIFENE,CRIZOTINIB,786O,DB00481,DB08865,0.56
MITOTANE,IXABEPILONE,SKMEL5,DB00648,DB04845,4.14
ANASTROZOLE,THALIDOMIDE,HT29,DB01217,DB01041,0.07
FULVESTRANT,IXABEPILONE,NCIH460,DB00947,DB04845,1.88
DASATINIB,TOPOTECAN,U251MG,DB01254,DB01030,3.87
5-FU,DASATINIB,ACHN,DB00544,DB01254,-1.11
CELECOXIB,SORAFENIB,LOXIMVI,DB00482,DB00398,-0.44
RALOXIFENE,BLEOMYCIN,MALME3M,DB00481,DB00290,1.32
MITOTANE,IXABEPILONE,A498,DB00648,DB04845,3.31
HYDROXYUREA,ALLOPURINOL,NCIH522,DB01005,DB00437,-0.88
MITOTANE,BORTEZOMIB,HS578T,DB00648,DB00188,-1.24
IMIQUIMOD,AMIFOSTINE,MCF7,DB00724,DB01143,2.67
THALIDOMIDE,METHOXSALEN,PC3,DB01041,DB00553,5.2
MERCAPTOPURINE,ERLOTINIB,NCIH522,DB01033,DB00530,-1.19
NILOTINIB,DASATINIB,SNB19,DB04868,DB01254,3.22
PEMETREXED,METHOTREXATE,DU145,DB00642,DB00563,-12.72
CYTARABINE,IMATINIB,SKMEL5,DB00987,DB00619,-3.46
LETROZOLE,ANASTROZOLE,K562,DB01006,DB01217,10.79
TRETINOIN,FULVESTRANT,OVCAR4,DB00755,DB00947,-0.57
LAPATINIB,SUNITINIB,NCIH23,DB01259,DB01268,-2.77
CARMUSTINE,AMIFOSTINE,OVCAR4,DB00262,DB01143,-0.45
RALOXIFENE,IMIQUIMOD,SW620,DB00481,DB00724,7.77
IMATINIB,BORTEZOMIB,UACC62,DB00619,DB00188,1.27
FLUDARABINE BASE,SORAFENIB,NCIH522,DB01073,DB00398,-7.86
LENALIDOMIDE,METHOTREXATE,SKMEL28,DB00480,DB00563,-1.05
CYTARABINE,METHOXSALEN,A549,DB00987,DB00553,1.11
FLUDARABINE BASE,SORAFENIB,SNB19,DB01073,DB00398,-7.57
RALOXIFENE,PEMETREXED,BT549,DB00481,DB00642,-6.45
TAMOXIFEN,MERCAPTOPURINE,NCIH23,DB00675,DB01033,-3.92
METHOTREXATE,NILOTINIB,SF295,DB00563,DB04868,-0.66
DOCETAXEL,CARMUSTINE,SNB19,DB01248,DB00262,-9.5
RALOXIFENE,PACLITAXEL,PC3,DB00481,DB01229,-1.06
TENIPOSIDE,BLEOMYCIN,BT549,DB00444,DB00290,5.21
GEFITINIB,METHOTREXATE,U251MG,DB00317,DB00563,-1.82
LETROZOLE,CARMUSTINE,COLO205,DB01006,DB00262,-8.49
IXABEPILONE,BORTEZOMIB,BT549,DB04845,DB00188,0.66
BLEOMYCIN,BORTEZOMIB,SF295,DB00290,DB00188,2.45
SUNITINIB,SORAFENIB,BT549,DB01268,DB00398,-3.27
SORAFENIB,IMIQUIMOD,SNB19,DB00398,DB00724,2.02
CYTARABINE,MITOTANE,NCIH460,DB00987,DB00648,-0.21
HYDROXYUREA,METHOTREXATE,HCT15,DB01005,DB00563,3.81
MITOTANE,ERLOTINIB,U251MG,DB00648,DB00530,-0.55
FLUDARABINE BASE,AMIFOSTINE,HCT15,DB01073,DB01143,-0.15
FLUDARABINE BASE,TRETINOIN,UACC62,DB01073,DB00755,-4.36
DASATINIB,HYDROXYUREA,NCIH226,DB01254,DB01005,-1.31
CELECOXIB,IXABEPILONE,OVCAR4,DB00482,DB04845,3.22
PACLITAXEL,AZACYTIDINE,HS578T,DB01229,DB00928,-4.23
PACLITAXEL,ARSENIC TRIOXIDE,COLO205,DB01229,DB01169,-2.18
RALOXIFENE,ANASTROZOLE,HCT116,DB00481,DB01217,5.34
ERLOTINIB,ARSENIC TRIOXIDE,MCF7,DB00530,DB01169,-1.8
FULVESTRANT,AZACYTIDINE,786O,DB00947,DB00928,-4.53
